rank_date,country_full,rank,total_points
2013-01-01,Croatia,15,1933.6
2013-01-01,Austria,14,1950.6
2013-01-01,Colombia,17,1867.7
2013-01-01,Senegal,14,1894.4
2013-01-01,Mexico,13,1839.8
2013-01-01,United States,14,1876.7
2013-01-01,Uruguay,17,1905.8
2013-01-01,Japan,21,1848.5
2013-01-01,Switzerland,23,1803.7
2013-01-01,Norway,16,1833.7
2013-01-01,Iran,25,1811.0
2013-01-01,Turkey,21,1842.4
2013-01-01,Ecuador,23,1857.2
2013-01-01,Sweden,27,1784.8
2013-01-01,South Korea,22,1768.8
2013-01-01,Nigeria,29,1844.5
2013-01-01,Australia,27,1792.9
2013-01-01,Ivory Coast,32,1770.7
2013-01-01,Algeria,26,1762.7
2013-01-01,Egypt,28,1761.6
2013-01-01,Canada,33,1761.5
2013-01-01,Tunisia,33,1772.9
2013-01-01,Paraguay,29,1714.6
2013-01-01,Peru,34,1723.7
2013-01-01,Ghana,35,1740.6
2013-01-01,Saudi Arabia,36,1766.4
2013-01-01,Cabo Verde,33,1712.8
2013-01-01,Slovakia,40,1714.7
2013-01-01,Scotland,42,1715.7
2013-01-01,Jordan,42,1647.7
2013-01-01,Czechia,40,1691.4
2013-01-01,South Africa,44,1644.4
2013-01-01,Venezuela,40,1654.2
2013-01-01,Chile,40,1601.4
2013-01-01,Bolivia,42,1636.8
2013-01-01,Indonesia,46,1626.4
2013-01-01,New Zealand,48,1680.6
2013-01-01,Costa Rica,44,1662.0
2013-01-01,Curaçao,50,1590.7
2013-01-01,Honduras,50,1629.2
2013-01-01,DR Congo,51,1621.8
2013-01-01,Kenya,51,1616.8
2013-01-01,Panama,51,1598.8
2013-01-01,Bosnia and Herzegovina,53,1648.6
2013-01-01,Qatar,52,1577.2
2013-01-01,Haiti,57,1601.5
2013-01-01,Cuba,58,1587.3
2013-01-01,Iraq,55,1568.2
2013-01-01,Trinidad and Tobago,56,1549.6
2013-01-01,Uzbekistan,60,1484.1
2013-02-01,France,1,1990.3
2013-02-01,Spain,3,1989.9
2013-02-01,Argentina,1,1982.6
2013-02-01,England,7,1959.1
2013-02-01,Portugal,5,1968.9
2013-02-01,Brazil,2,1915.6
2013-02-01,Netherlands,9,1936.6
2013-02-01,Morocco,8,1925.9
2013-02-01,Belgium,12,1933.0
2013-02-01,Germany,7,1914.2
2013-02-01,Croatia,11,1925.3
2013-02-01,Austria,9,1894.2
2013-02-01,Colombia,11,1928.1
2013-02-01,Senegal,15,1888.5
2013-02-01,Mexico,15,1818.9
2013-02-01,United States,15,1889.1
2013-02-01,Uruguay,18,1874.7
2013-02-01,Japan,20,1844.1
2013-02-01,Switzerland,20,1815.6
2013-02-01,Norway,16,1816.1
2013-02-01,Iran,18,1864.9
2013-02-01,Turkey,24,1819.8
2013-02-01,Ecuador,20,1749.6
2013-02-01,Sweden,28,1794.8
2013-02-01,South Korea,22,1733.4
2013-02-01,Nigeria,27,1804.7
2013-02-01,Australia,24,1861.2
2013-02-01,Ivory Coast,30,1770.9
2013-02-01,Algeria,27,1823.7
2013-02-01,Egypt,33,1756.7
2013-02-01,Canada,34,1798.7
2013-02-01,Tunisia,34,1756.3
2013-02-01,Paraguay,31,1783.0
2013-02-01,Peru,29,1764.2
2013-02-01,Ghana,35,1751.7
2013-02-01,Saudi Arabia,36,1714.8
2013-02-01,Cabo Verde,36,1711.5
2013-02-01,Slovakia,36,1677.1
2013-02-01,Scotland,42,1733.9
2013-02-01,Jordan,37,1720.1
2013-02-01,Czechia,44,1661.2
2013-02-01,South Africa,40,1701.1
2013-02-01,Venezuela,39,1640.1
2013-02-01,Chile,47,1631.8
2013-02-01,Bolivia,41,1684.9
2013-02-01,Indonesia,41,1640.3
2013-02-01,New Zealand,48,1577.9
2013-02-01,Costa Rica,49,1612.0
2013-02-01,Curaçao,46,1605.9
2013-02-01,Honduras,48,1588.6
2013-02-01,DR Congo,46,1607.9
2013-02-01,Kenya,49,1617.2
2013-02-01,Panama,49,1567.2
2013-02-01,Bosnia and Herzegovina,50,1583.3
2013-02-01,Qatar,51,1609.6
2013-02-01,Haiti,51,1637.9
2013-02-01,Cuba,53,1487.4
2013-02-01,Iraq,52,1550.3
2013-02-01,Trinidad and Tobago,56,1535.5
2013-02-01,Uzbekistan,67,1493.6
2013-03-01,France,1,1991.8
2013-03-01,Spain,1,1980.3
2013-03-01,Argentina,1,2003.8
2013-03-01,England,3,1991.6
2013-03-01,Portugal,9,1967.9
2013-03-01,Brazil,5,1922.4
2013-03-01,Netherlands,4,1934.4
2013-03-01,Morocco,12,1941.2
2013-03-01,Belgium,12,1935.9
2013-03-01,Germany,13,1890.2
2013-03-01,Croatia,14,1923.7
2013-03-01,Austria,10,1917.7
2013-03-01,Colombia,9,1969.3
2013-03-01,Senegal,11,1905.4
2013-03-01,Mexico,16,1904.4
2013-03-01,United States,18,1800.6
2013-03-01,Uruguay,16,1901.6
2013-03-01,Japan,15,1840.0
2013-03-01,Switzerland,18,1880.7
2013-03-01,Norway,23,1847.1
2013-03-01,Iran,19,1843.6
2013-03-01,Turkey,24,1849.8
2013-03-01,Ecuador,20,1774.6
2013-03-01,Sweden,27,1824.3
2013-03-01,South Korea,28,1736.9
2013-03-01,Nigeria,29,1811.8
2013-03-01,Australia,28,1745.1
2013-03-01,Ivory Coast,32,1767.9
2013-03-01,Algeria,28,1720.0
2013-03-01,Egypt,26,1791.9
2013-03-01,Canada,28,1823.3
2013-03-01,Tunisia,34,1836.2
2013-03-01,Paraguay,36,1741.1
2013-03-01,Peru,30,1759.8
2013-03-01,Ghana,32,1737.1
2013-03-01,Saudi Arabia,36,1667.7
2013-03-01,Cabo Verde,35,1716.3
2013-03-01,Slovakia,41,1688.3
2013-03-01,Scotland,34,1658.1
2013-03-01,Jordan,41,1657.6
2013-03-01,Czechia,39,1698.6
2013-03-01,South Africa,42,1695.6
2013-03-01,Venezuela,40,1612.9
2013-03-01,Chile,43,1664.3
2013-03-01,Bolivia,43,1687.9
2013-03-01,Indonesia,43,1638.2
2013-03-01,New Zealand,46,1634.3
2013-03-01,Costa Rica,51,1605.5
2013-03-01,Curaçao,49,1610.0
2013-03-01,Honduras,44,1605.3
2013-03-01,DR Congo,44,1601.7
2013-03-01,Kenya,48,1631.0
2013-03-01,Panama,54,1602.3
2013-03-01,Bosnia and Herzegovina,47,1574.4
2013-03-01,Qatar,54,1610.0
2013-03-01,Haiti,57,1600.7
2013-03-01,Cuba,56,1596.7
2013-03-01,Iraq,59,1611.9
2013-03-01,Trinidad and Tobago,56,1564.4
2013-03-01,Uzbekistan,63,1524.1
2013-04-01,France,5,1974.5
2013-04-01,Spain,3,1982.7
2013-04-01,Argentina,2,1939.3
2013-04-01,England,8,1921.0
2013-04-01,Portugal,3,1971.0
2013-04-01,Brazil,6,1998.8
2013-04-01,Netherlands,8,1956.3
2013-04-01,Morocco,5,1936.0
2013-04-01,Belgium,12,1941.1
2013-04-01,Germany,10,1889.7
2013-04-01,Croatia,7,1915.5
2013-04-01,Austria,13,1895.2
2013-04-01,Colombia,15,1897.3
2013-04-01,Senegal,12,1876.5
2013-04-01,Mexico,12,1889.1
2013-04-01,United States,12,1889.0
2013-04-01,Uruguay,20,1849.5
2013-04-01,Japan,19,1843.5
2013-04-01,Switzerland,23,1852.3
2013-04-01,Norway,24,1816.7
2013-04-01,Iran,19,1859.7
2013-04-01,Turkey,21,1792.8
2013-04-01,Ecuador,26,1833.5
2013-04-01,Sweden,24,1760.7
2013-04-01,South Korea,27,1824.8
2013-04-01,Nigeria,30,1805.6
2013-04-01,Australia,25,1772.6
2013-04-01,Ivory Coast,27,1751.8
2013-04-01,Algeria,30,1763.2
2013-04-01,Egypt,32,1765.7
2013-04-01,Canada,32,1772.5
2013-04-01,Tunisia,32,1748.9
2013-04-01,Paraguay,36,1767.2
2013-04-01,Peru,32,1768.2
2013-04-01,Ghana,34,1733.9
2013-04-01,Saudi Arabia,39,1640.5
2013-04-01,Cabo Verde,33,1669.3
2013-04-01,Slovakia,35,1708.8
2013-04-01,Scotland,42,1784.1
2013-04-01,Jordan,40,1710.7
2013-04-01,Czechia,39,1664.3
2013-04-01,South Africa,37,1658.7
2013-04-01,Venezuela,44,1725.3
2013-04-01,Chile,43,1679.0
2013-04-01,Bolivia,46,1640.0
2013-04-01,Indonesia,45,1580.6
2013-04-01,New Zealand,42,1617.4
2013-04-01,Costa Rica,45,1617.3
2013-04-01,Curaçao,47,1627.8
2013-04-01,Honduras,45,1591.9
2013-04-01,DR Congo,49,1663.6
2013-04-01,Kenya,45,1597.8
2013-04-01,Panama,52,1567.3
2013-04-01,Bosnia and Herzegovina,54,1556.4
2013-04-01,Qatar,54,1609.8
2013-04-01,Haiti,56,1576.6
2013-04-01,Cuba,57,1528.8
2013-04-01,Iraq,54,1571.6
2013-04-01,Trinidad and Tobago,57,1526.4
2013-04-01,Uzbekistan,61,1453.5
2013-05-01,France,1,1999.6
2013-05-01,Spain,5,2019.9
2013-05-01,Argentina,2,1954.9
2013-05-01,England,5,1907.7
2013-05-01,Portugal,7,1961.7
2013-05-01,Brazil,4,1949.2
2013-05-01,Netherlands,7,1922.5
2013-05-01,Morocco,7,1922.1
2013-05-01,Belgium,10,1943.4
2013-05-01,Germany,11,1897.6
2013-05-01,Croatia,15,1892.5
2013-05-01,Austria,12,1881.6
2013-05-01,Colombia,17,1896.5
2013-05-01,Senegal,11,1904.5
2013-05-01,Mexico,13,1962.8
2013-05-01,United States,17,1901.6
2013-05-01,Uruguay,13,1857.9
2013-05-01,Japan,19,1885.6
2013-05-01,Switzerland,23,1858.4
2013-05-01,Norway,24,1841.3
2013-05-01,Iran,24,1882.2
2013-05-01,Turkey,24,1803.7
2013-05-01,Ecuador,21,1838.0
2013-05-01,Sweden,20,1790.8
2013-05-01,South Korea,25,1810.5
2013-05-01,Nigeria,30,1772.0
2013-05-01,Australia,30,1807.2
2013-05-01,Ivory Coast,27,1735.3
2013-05-01,Algeria,26,1781.2
2013-05-01,Egypt,26,1780.0
2013-05-01,Canada,27,1767.1
2013-05-01,Tunisia,32,1765.7
2013-05-01,Paraguay,29,1789.7
2013-05-01,Peru,29,1755.4
2013-05-01,Ghana,34,1740.4
2013-05-01,Saudi Arabia,36,1660.2
2013-05-01,Cabo Verde,32,1758.1
2013-05-01,Slovakia,41,1748.2
2013-05-01,Scotland,41,1711.5
2013-05-01,Jordan,39,1699.3
2013-05-01,Czechia,43,1655.0
2013-05-01,South Africa,39,1632.7
2013-05-01,Venezuela,43,1655.0
2013-05-01,Chile,39,1604.8
2013-05-01,Bolivia,42,1640.2
2013-05-01,Indonesia,44,1716.7
2013-05-01,New Zealand,43,1639.6
2013-05-01,Costa Rica,43,1632.3
2013-05-01,Curaçao,49,1609.7
2013-05-01,Honduras,51,1621.6
2013-05-01,DR Congo,44,1638.1
2013-05-01,Kenya,46,1608.6
2013-05-01,Panama,48,1627.4
2013-05-01,Bosnia and Herzegovina,53,1603.2
2013-05-01,Qatar,48,1617.5
2013-05-01,Haiti,49,1581.5
2013-05-01,Cuba,50,1547.0
2013-05-01,Iraq,58,1555.0
2013-05-01,Trinidad and Tobago,59,1554.4
2013-05-01,Uzbekistan,60,1483.8
2013-06-01,France,1,2029.9
2013-06-01,Spain,2,1987.7
2013-06-01,Argentina,2,2010.1
2013-06-01,England,8,1907.1
2013-06-01,Portugal,3,2004.6
2013-06-01,Brazil,7,1932.1
2013-06-01,Netherlands,7,1905.1
2013-06-01,Morocco,5,1925.1
2013-06-01,Belgium,11,1928.6
2013-06-01,Germany,6,1846.2
2013-06-01,Croatia,15,1861.3
2013-06-01,Austria,16,1898.4
2013-06-01,Colombia,11,1819.5
2013-06-01,Senegal,18,1865.5
2013-06-01,Mexico,12,1885.5
2013-06-01,United States,12,1849.1
2013-06-01,Uruguay,19,1882.4
2013-06-01,Japan,19,1900.6
2013-06-01,Switzerland,18,1863.1
2013-06-01,Norway,23,1833.5
2013-06-01,Iran,24,1849.0
2013-06-01,Turkey,22,1828.1
2013-06-01,Ecuador,26,1814.3
2013-06-01,Sweden,25,1799.7
2013-06-01,South Korea,26,1798.9
2013-06-01,Nigeria,23,1766.2
2013-06-01,Australia,30,1791.2
2013-06-01,Ivory Coast,24,1692.1
2013-06-01,Algeria,25,1816.9
2013-06-01,Egypt,26,1762.4
2013-06-01,Canada,34,1796.5
2013-06-01,Tunisia,28,1790.5
2013-06-01,Paraguay,28,1768.0
2013-06-01,Peru,29,1771.4
2013-06-01,Ghana,31,1693.5
2013-06-01,Saudi Arabia,35,1731.6
2013-06-01,Cabo Verde,37,1754.3
2013-06-01,Slovakia,37,1726.7
2013-06-01,Scotland,40,1697.6
2013-06-01,Jordan,35,1687.0
2013-06-01,Czechia,42,1660.9
2013-06-01,South Africa,39,1693.2
2013-06-01,Venezuela,39,1689.4
2013-06-01,Chile,47,1641.2
2013-06-01,Bolivia,43,1625.7
2013-06-01,Indonesia,45,1591.4
2013-06-01,New Zealand,46,1661.8
2013-06-01,Costa Rica,43,1614.3
2013-06-01,Curaçao,46,1673.4
2013-06-01,Honduras,45,1633.5
2013-06-01,DR Congo,44,1575.8
2013-06-01,Kenya,46,1613.4
2013-06-01,Panama,49,1651.4
2013-06-01,Bosnia and Herzegovina,51,1599.9
2013-06-01,Qatar,50,1620.1
2013-06-01,Haiti,51,1526.1
2013-06-01,Cuba,58,1581.1
2013-06-01,Iraq,56,1577.6
2013-06-01,Trinidad and Tobago,55,1581.1
2013-06-01,Uzbekistan,64,1520.3
2013-07-01,France,4,2012.0
2013-07-01,Spain,2,1994.6
2013-07-01,Argentina,5,1969.4
2013-07-01,England,6,1945.5
2013-07-01,Portugal,2,1970.0
2013-07-01,Brazil,8,1888.7
2013-07-01,Netherlands,4,1921.4
2013-07-01,Morocco,7,1891.0
2013-07-01,Belgium,8,1857.1
2013-07-01,Germany,10,1932.0
2013-07-01,Croatia,11,1917.8
2013-07-01,Austria,13,1938.1
2013-07-01,Colombia,11,1859.5
2013-07-01,Senegal,18,1860.1
2013-07-01,Mexico,16,1962.2
2013-07-01,United States,20,1819.5
2013-07-01,Uruguay,15,1897.1
2013-07-01,Japan,22,1853.4
2013-07-01,Switzerland,16,1890.1
2013-07-01,Norway,18,1787.1
2013-07-01,Iran,19,1809.4
2013-07-01,Turkey,19,1830.6
2013-07-01,Ecuador,20,1798.2
2013-07-01,Sweden,27,1804.4
2013-07-01,South Korea,25,1752.0
2013-07-01,Nigeria,27,1814.3
2013-07-01,Australia,26,1812.2
2013-07-01,Ivory Coast,32,1770.4
2013-07-01,Algeria,24,1780.9
2013-07-01,Egypt,30,1803.9
2013-07-01,Canada,29,1745.0
2013-07-01,Tunisia,33,1787.4
2013-07-01,Paraguay,32,1733.3
2013-07-01,Peru,32,1726.9
2013-07-01,Ghana,34,1743.6
2013-07-01,Saudi Arabia,40,1683.5
2013-07-01,Cabo Verde,39,1738.9
2013-07-01,Slovakia,35,1718.8
2013-07-01,Scotland,41,1702.6
2013-07-01,Jordan,37,1683.3
2013-07-01,Czechia,40,1727.8
2013-07-01,South Africa,43,1661.0
2013-07-01,Venezuela,45,1610.0
2013-07-01,Chile,42,1651.2
2013-07-01,Bolivia,41,1668.6
2013-07-01,Indonesia,48,1668.3
2013-07-01,New Zealand,42,1654.8
2013-07-01,Costa Rica,50,1633.6
2013-07-01,Curaçao,47,1589.0
2013-07-01,Honduras,44,1607.8
2013-07-01,DR Congo,45,1576.4
2013-07-01,Kenya,51,1631.5
2013-07-01,Panama,54,1617.2
2013-07-01,Bosnia and Herzegovina,50,1602.6
2013-07-01,Qatar,55,1554.9
2013-07-01,Haiti,50,1556.4
2013-07-01,Cuba,56,1611.4
2013-07-01,Iraq,53,1566.8
2013-07-01,Trinidad and Tobago,59,1581.0
2013-07-01,Uzbekistan,59,1541.8
2013-08-01,France,3,1989.9
2013-08-01,Spain,6,1965.5
2013-08-01,Argentina,1,1990.9
2013-08-01,England,4,1975.8
2013-08-01,Portugal,1,1923.0
2013-08-01,Brazil,2,1906.3
2013-08-01,Netherlands,4,1909.6
2013-08-01,Morocco,9,1943.0
2013-08-01,Belgium,9,1912.1
2013-08-01,Germany,6,1906.1
2013-08-01,Croatia,12,1885.4
2013-08-01,Austria,16,1911.9
2013-08-01,Colombia,10,1941.2
2013-08-01,Senegal,13,1894.8
2013-08-01,Mexico,18,1907.0
2013-08-01,United States,13,1841.3
2013-08-01,Uruguay,15,1837.1
2013-08-01,Japan,17,1844.3
2013-08-01,Switzerland,21,1812.3
2013-08-01,Norway,16,1852.7
2013-08-01,Iran,24,1801.1
2013-08-01,Turkey,20,1856.2
2013-08-01,Ecuador,24,1826.9
2013-08-01,Sweden,23,1847.5
2013-08-01,South Korea,26,1793.6
2013-08-01,Nigeria,29,1782.8
2013-08-01,Australia,30,1780.1
2013-08-01,Ivory Coast,29,1767.7
2013-08-01,Algeria,24,1746.7
2013-08-01,Egypt,26,1789.3
2013-08-01,Canada,33,1778.6
2013-08-01,Tunisia,27,1726.3
2013-08-01,Paraguay,30,1757.2
2013-08-01,Peru,33,1716.5
2013-08-01,Ghana,31,1658.3
2013-08-01,Saudi Arabia,33,1759.0
2013-08-01,Cabo Verde,36,1681.6
2013-08-01,Slovakia,40,1730.6
2013-08-01,Scotland,38,1700.9
2013-08-01,Jordan,41,1700.3
2013-08-01,Czechia,40,1668.5
2013-08-01,South Africa,38,1664.5
2013-08-01,Venezuela,39,1672.0
2013-08-01,Chile,42,1674.1
2013-08-01,Bolivia,47,1675.4
2013-08-01,Indonesia,43,1646.7
2013-08-01,New Zealand,44,1580.9
2013-08-01,Costa Rica,50,1606.4
2013-08-01,Curaçao,48,1643.9
2013-08-01,Honduras,46,1556.1
2013-08-01,DR Congo,44,1682.0
2013-08-01,Kenya,52,1614.5
2013-08-01,Panama,53,1585.0
2013-08-01,Bosnia and Herzegovina,55,1546.3
2013-08-01,Qatar,55,1528.7
2013-08-01,Haiti,52,1569.5
2013-08-01,Cuba,52,1589.2
2013-08-01,Iraq,54,1540.4
2013-08-01,Trinidad and Tobago,52,1546.2
2013-08-01,Uzbekistan,63,1522.1
2013-09-01,France,1,2010.8
2013-09-01,Spain,3,2031.6
2013-09-01,Argentina,6,1986.8
2013-09-01,England,5,1958.3
2013-09-01,Portugal,4,1974.8
2013-09-01,Brazil,10,1984.8
2013-09-01,Netherlands,8,1976.1
2013-09-01,Morocco,8,1963.9
2013-09-01,Belgium,9,1924.2
2013-09-01,Germany,13,1929.8
2013-09-01,Croatia,9,1958.5
2013-09-01,Austria,13,1942.9
2013-09-01,Colombia,9,1877.8
2013-09-01,Senegal,10,1899.6
2013-09-01,Mexico,18,1854.6
2013-09-01,United States,17,1851.5
2013-09-01,Uruguay,17,1863.0
2013-09-01,Japan,18,1838.0
2013-09-01,Switzerland,23,1848.8
2013-09-01,Norway,23,1883.3
2013-09-01,Iran,22,1824.3
2013-09-01,Turkey,26,1806.8
2013-09-01,Ecuador,20,1829.4
2013-09-01,Sweden,25,1788.0
2013-09-01,South Korea,29,1793.5
2013-09-01,Nigeria,25,1814.4
2013-09-01,Australia,28,1797.6
2013-09-01,Ivory Coast,26,1792.9
2013-09-01,Algeria,24,1738.4
2013-09-01,Egypt,28,1774.7
2013-09-01,Canada,27,1739.7
2013-09-01,Tunisia,29,1777.3
2013-09-01,Paraguay,28,1746.8
2013-09-01,Peru,30,1737.6
2013-09-01,Ghana,34,1696.5
2013-09-01,Saudi Arabia,37,1694.9
2013-09-01,Cabo Verde,34,1742.0
2013-09-01,Slovakia,36,1700.6
2013-09-01,Scotland,37,1697.8
2013-09-01,Jordan,36,1709.1
2013-09-01,Czechia,37,1722.5
2013-09-01,South Africa,40,1698.6
2013-09-01,Venezuela,38,1675.8
2013-09-01,Chile,45,1663.7
2013-09-01,Bolivia,48,1650.4
2013-09-01,Indonesia,47,1653.2
2013-09-01,New Zealand,45,1615.4
2013-09-01,Costa Rica,51,1625.3
2013-09-01,Curaçao,45,1658.2
2013-09-01,Honduras,50,1561.0
2013-09-01,DR Congo,51,1628.3
2013-09-01,Kenya,47,1654.0
2013-09-01,Panama,50,1632.4
2013-09-01,Bosnia and Herzegovina,47,1595.8
2013-09-01,Qatar,54,1555.0
2013-09-01,Haiti,54,1583.7
2013-09-01,Cuba,52,1526.6
2013-09-01,Iraq,57,1569.9
2013-09-01,Trinidad and Tobago,58,1622.1
2013-09-01,Uzbekistan,67,1516.7
2013-10-01,France,4,2026.3
2013-10-01,Spain,1,1971.6
2013-10-01,Argentina,7,1926.5
2013-10-01,England,3,1951.3
2013-10-01,Portugal,4,2014.6
2013-10-01,Brazil,9,1915.3
2013-10-01,Netherlands,7,1952.2
2013-10-01,Morocco,11,1899.7
2013-10-01,Belgium,10,1944.6
2013-10-01,Germany,11,1903.7
2013-10-01,Croatia,7,1918.6
2013-10-01,Austria,16,1906.8
2013-10-01,Colombia,15,1837.8
2013-10-01,Senegal,12,1832.4
2013-10-01,Mexico,19,1875.5
2013-10-01,United States,19,1854.4
2013-10-01,Uruguay,19,1858.9
2013-10-01,Japan,20,1831.3
2013-10-01,Switzerland,22,1854.4
2013-10-01,Norway,17,1813.8
2013-10-01,Iran,24,1833.3
2013-10-01,Turkey,21,1900.0
2013-10-01,Ecuador,27,1778.7
2013-10-01,Sweden,26,1840.9
2013-10-01,South Korea,22,1832.3
2013-10-01,Nigeria,23,1744.4
2013-10-01,Australia,27,1742.1
2013-10-01,Ivory Coast,24,1808.8
2013-10-01,Algeria,29,1701.9
2013-10-01,Egypt,26,1804.3
2013-10-01,Canada,34,1731.8
2013-10-01,Tunisia,35,1761.9
2013-10-01,Paraguay,28,1722.7
2013-10-01,Peru,34,1787.8
2013-10-01,Ghana,31,1693.9
2013-10-01,Saudi Arabia,36,1686.5
2013-10-01,Cabo Verde,33,1693.7
2013-10-01,Slovakia,34,1708.1
2013-10-01,Scotland,42,1714.7
2013-10-01,Jordan,40,1686.3
2013-10-01,Czechia,40,1707.0
2013-10-01,South Africa,43,1665.7
2013-10-01,Venezuela,42,1636.5
2013-10-01,Chile,40,1695.3
2013-10-01,Bolivia,46,1652.6
2013-10-01,Indonesia,43,1671.5
2013-10-01,New Zealand,47,1670.4
2013-10-01,Costa Rica,50,1686.7
2013-10-01,Curaçao,48,1645.2
2013-10-01,Honduras,49,1574.9
2013-10-01,DR Congo,51,1627.7
2013-10-01,Kenya,45,1628.0
2013-10-01,Panama,48,1568.5
2013-10-01,Bosnia and Herzegovina,52,1639.5
2013-10-01,Qatar,50,1580.3
2013-10-01,Haiti,53,1583.3
2013-10-01,Cuba,56,1620.5
2013-10-01,Iraq,55,1517.1
2013-10-01,Trinidad and Tobago,53,1547.2
2013-10-01,Uzbekistan,59,1495.1
2013-11-01,France,1,2077.3
2013-11-01,Spain,1,2008.9
2013-11-01,Argentina,3,2005.8
2013-11-01,England,6,2014.4
2013-11-01,Portugal,9,1977.2
2013-11-01,Brazil,8,1904.4
2013-11-01,Netherlands,8,1954.5
2013-11-01,Morocco,9,1943.0
2013-11-01,Belgium,9,1875.7
2013-11-01,Germany,8,1851.0
2013-11-01,Croatia,8,1890.7
2013-11-01,Austria,13,1895.5
2013-11-01,Colombia,9,1905.5
2013-11-01,Senegal,10,1900.9
2013-11-01,Mexico,18,1871.5
2013-11-01,United States,20,1894.1
2013-11-01,Uruguay,19,1915.3
2013-11-01,Japan,17,1861.5
2013-11-01,Switzerland,17,1855.0
2013-11-01,Norway,24,1811.3
2013-11-01,Iran,20,1839.5
2013-11-01,Turkey,23,1798.0
2013-11-01,Ecuador,22,1789.5
2013-11-01,Sweden,28,1828.8
2013-11-01,South Korea,28,1825.3
2013-11-01,Nigeria,30,1813.9
2013-11-01,Australia,23,1809.1
2013-11-01,Ivory Coast,30,1788.9
2013-11-01,Algeria,24,1775.6
2013-11-01,Egypt,27,1759.4
2013-11-01,Canada,27,1756.7
2013-11-01,Tunisia,31,1749.2
2013-11-01,Paraguay,35,1713.2
2013-11-01,Peru,34,1772.0
2013-11-01,Ghana,34,1704.4
2013-11-01,Saudi Arabia,34,1660.7
2013-11-01,Cabo Verde,32,1700.9
2013-11-01,Slovakia,41,1738.8
2013-11-01,Scotland,42,1683.9
2013-11-01,Jordan,41,1706.6
2013-11-01,Czechia,43,1681.4
2013-11-01,South Africa,40,1695.2
2013-11-01,Venezuela,46,1688.3
2013-11-01,Chile,39,1655.3
2013-11-01,Bolivia,48,1638.4
2013-11-01,Indonesia,42,1662.2
2013-11-01,New Zealand,49,1659.1
2013-11-01,Costa Rica,45,1622.5
2013-11-01,Curaçao,47,1604.3
2013-11-01,Honduras,51,1651.5
2013-11-01,DR Congo,51,1646.1
2013-11-01,Kenya,53,1577.1
2013-11-01,Panama,46,1630.1
2013-11-01,Bosnia and Herzegovina,53,1607.8
2013-11-01,Qatar,51,1564.7
2013-11-01,Haiti,54,1591.5
2013-11-01,Cuba,50,1580.2
2013-11-01,Iraq,55,1601.1
2013-11-01,Trinidad and Tobago,58,1615.0
2013-11-01,Uzbekistan,63,1514.6
2013-12-01,France,1,2019.2
2013-12-01,Spain,1,2016.7
2013-12-01,Argentina,3,1971.6
2013-12-01,England,1,1939.3
2013-12-01,Portugal,1,1956.3
2013-12-01,Brazil,7,1965.1
2013-12-01,Netherlands,11,1952.7
2013-12-01,Morocco,9,1926.6
2013-12-01,Belgium,8,1938.3
2013-12-01,Germany,13,1889.4
2013-12-01,Croatia,10,1884.3
2013-12-01,Austria,8,1885.7
2013-12-01,Colombia,15,1943.1
2013-12-01,Senegal,16,1891.7
2013-12-01,Mexico,13,1864.3
2013-12-01,United States,15,1895.3
2013-12-01,Uruguay,14,1884.0
2013-12-01,Japan,15,1870.9
2013-12-01,Switzerland,17,1801.3
2013-12-01,Norway,22,1838.7
2013-12-01,Iran,24,1887.1
2013-12-01,Turkey,22,1817.5
2013-12-01,Ecuador,22,1836.1
2013-12-01,Sweden,21,1788.7
2013-12-01,South Korea,26,1794.3
2013-12-01,Nigeria,27,1826.3
2013-12-01,Australia,27,1798.0
2013-12-01,Ivory Coast,31,1772.5
2013-12-01,Algeria,31,1752.7
2013-12-01,Egypt,29,1721.8
2013-12-01,Canada,33,1800.1
2013-12-01,Tunisia,31,1719.5
2013-12-01,Paraguay,30,1732.6
2013-12-01,Peru,36,1764.3
2013-12-01,Ghana,31,1763.7
2013-12-01,Saudi Arabia,34,1670.0
2013-12-01,Cabo Verde,35,1682.5
2013-12-01,Slovakia,39,1726.2
2013-12-01,Scotland,35,1732.6
2013-12-01,Jordan,40,1652.5
2013-12-01,Czechia,37,1690.4
2013-12-01,South Africa,44,1650.0
2013-12-01,Venezuela,46,1618.4
2013-12-01,Chile,39,1718.1
2013-12-01,Bolivia,46,1596.1
2013-12-01,Indonesia,41,1701.6
2013-12-01,New Zealand,47,1655.9
2013-12-01,Costa Rica,46,1609.9
2013-12-01,Curaçao,45,1610.2
2013-12-01,Honduras,51,1650.9
2013-12-01,DR Congo,45,1570.9
2013-12-01,Kenya,52,1624.3
2013-12-01,Panama,48,1628.1
2013-12-01,Bosnia and Herzegovina,48,1540.1
2013-12-01,Qatar,54,1534.4
2013-12-01,Haiti,53,1607.2
2013-12-01,Cuba,58,1641.8
2013-12-01,Iraq,58,1540.1
2013-12-01,Trinidad and Tobago,55,1507.4
2013-12-01,Uzbekistan,65,1529.2
2014-01-01,France,5,2005.3
2014-01-01,Spain,2,1993.3
2014-01-01,Argentina,1,1948.9
2014-01-01,England,4,2007.7
2014-01-01,Portugal,4,1943.7
2014-01-01,Brazil,6,1945.6
2014-01-01,Netherlands,9,1951.4
2014-01-01,Morocco,10,1957.2
2014-01-01,Belgium,5,1956.3
2014-01-01,Germany,11,1960.1
