Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,PSH,PSD,PSA
2013-06-16 04:43:38.579464163,Cuba,Netherlands,0,5,21.2,4.08,1.46,21.13,3.99,1.48
2013-06-16 17:07:52.851210978,Canada,Bolivia,2,2,1.47,4.08,21.2,1.51,4.14,21.3
2013-06-17 10:58:06.360060384,Scotland,Brazil,0,2,12.72,4.08,1.61,12.73,3.96,1.6
2013-06-17 12:36:54.871496906,Iraq,Paraguay,0,0,2.07,4.08,4.67,2.01,3.98,4.73
2013-06-18 18:35:56.073018175,Canada,Kenya,3,1,1.33,4.08,21.2,1.31,4.04,21.18
2013-06-19 20:23:48.955806884,Haiti,Sweden,1,1,10.14,4.08,1.67,10.14,3.98,1.63
2013-08-21 08:42:10.086732544,South Africa,Indonesia,1,2,1.51,4.08,21.2,1.55,3.96,20.58
2013-08-21 14:23:05.030063274,France,Czechia,3,1,1.12,4.08,21.2,1.13,3.96,21.36
2013-08-21 22:13:22.004802280,Kenya,Curaçao,1,2,1.89,4.08,5.88,1.86,4.02,5.99
2013-08-22 05:49:26.660019934,Haiti,Paraguay,1,3,4.3,4.08,2.15,4.18,4.16,2.18
2013-08-23 03:26:07.592510503,Switzerland,Turkey,1,2,1.65,4.08,10.88,1.65,4.13,11.01
2013-08-23 10:54:50.189714366,Bolivia,Belgium,1,1,16.28,4.08,1.57,15.87,4.11,1.61
2013-08-23 14:34:08.043196714,Canada,Panama,1,0,1.28,4.08,21.2,1.25,3.97,20.66
2013-08-24 13:10:30.839680774,Indonesia,Ghana,2,0,3.09,4.08,2.67,3.18,4.04,2.62
2013-10-27 14:37:36.025582308,South Korea,Uzbekistan,2,0,1.88,4.08,5.97,1.85,4.06,6.02
2013-10-28 18:31:31.799768351,Switzerland,Nigeria,0,0,2.05,4.08,4.77,2.01,4.15,4.73
2013-10-29 04:47:02.497971625,Venezuela,Ghana,0,1,3.43,4.08,2.46,3.39,4.11,2.48
2013-10-29 07:41:56.847838608,Morocco,Venezuela,1,2,1.16,4.08,21.2,1.17,4.17,21.34
2013-10-29 18:58:03.943683531,Ecuador,Argentina,0,3,10.51,4.08,1.66,10.72,3.97,1.69
2013-10-30 09:10:51.259075747,South Korea,Norway,1,1,3.51,4.08,2.42,3.49,4.06,2.46
2013-11-01 01:59:34.906165906,South Korea,Turkey,0,0,2.09,4.08,4.54,2.06,4.16,4.62
2013-11-03 19:34:51.685830476,Bosnia and Herzegovina,Curaçao,1,2,2.24,4.08,3.97,2.21,4.17,3.93
2014-01-29 04:25:21.865115996,Iraq,Qatar,1,0,1.32,4.08,21.2,1.29,4.11,21.58
2014-01-31 08:23:14.770811073,Slovakia,Austria,0,3,4.67,4.08,2.07,4.66,4.16,2.05
2014-02-01 18:14:57.443465597,Bosnia and Herzegovina,Croatia,2,5,19.88,4.08,1.54,20.39,3.98,1.57
2014-02-02 07:42:50.766467727,Saudi Arabia,Chile,2,1,1.85,4.08,6.33,1.87,3.99,6.29
2014-02-03 13:58:49.373071368,South Africa,Slovakia,1,2,2.44,4.08,3.47,2.4,4.18,3.53
2014-02-03 14:51:56.707168476,Croatia,Honduras,4,0,1.13,4.08,21.2,1.11,4.12,20.96
2014-02-06 07:01:00.272214245,DR Congo,Curaçao,6,1,1.61,4.08,12.81,1.6,4.0,13.06
2014-02-07 23:57:50.284855666,Croatia,Bolivia,4,0,1.16,4.08,21.2,1.15,4.17,21.83
2014-04-24 11:00:18.334910516,Panama,Slovakia,0,3,6.22,4.08,1.86,6.28,4.01,1.86
2014-04-25 21:23:29.351706644,Algeria,Slovakia,1,3,3.66,4.08,2.35,3.75,4.15,2.37
2014-04-25 23:43:52.826579022,Brazil,Morocco,4,1,1.66,4.08,10.51,1.65,4.19,10.41
2014-04-27 00:09:16.447236004,Saudi Arabia,Panama,1,0,1.5,4.08,21.2,1.51,4.11,21.03
2014-04-27 06:43:58.147679880,Cuba,Cabo Verde,0,2,3.19,4.08,2.6,3.28,4.15,2.67
2014-04-27 16:44:23.233408386,France,Cabo Verde,1,1,1.11,4.08,21.2,1.14,4.03,21.75
2014-04-28 10:18:43.106532487,Uruguay,Spain,2,2,4.98,4.08,2.01,4.96,4.2,2.01
2014-04-28 22:59:38.951522471,Chile,Bolivia,0,2,2.93,4.08,2.8,2.97,4.11,2.78
2014-07-02 16:06:18.117952503,South Africa,Norway,0,0,8.47,4.08,1.72,8.47,4.0,1.69
2014-07-03 00:23:41.608690911,Algeria,Portugal,0,3,20.21,4.08,1.54,20.58,4.07,1.58
2014-07-03 16:36:20.076500478,Ivory Coast,Germany,2,5,9.24,4.08,1.7,9.34,4.02,1.69
2014-07-04 07:42:59.640071489,Croatia,Jordan,2,0,1.22,4.08,21.2,1.25,4.16,21.07
2014-07-07 21:23:11.851459173,Spain,Bolivia,4,1,1.08,4.08,21.2,1.1,4.15,21.11
2014-07-09 08:05:36.037988022,DR Congo,United States,1,3,9.57,4.08,1.68,9.74,3.99,1.66
2014-07-10 02:59:06.261622743,Ecuador,Sweden,2,2,1.85,4.08,6.29,1.87,4.11,6.33
2014-07-11 04:06:24.709864306,Canada,Turkey,0,4,2.5,4.08,3.36,2.5,3.96,3.4
2014-09-27 15:23:28.696090373,Honduras,South Korea,0,1,10.04,4.08,1.67,9.89,4.19,1.7
2014-09-29 06:29:34.196487848,Cuba,Tunisia,1,1,7.52,4.08,1.77,7.52,4.16,1.79
2014-09-30 16:19:30.929846315,Japan,Indonesia,3,2,1.16,4.08,21.2,1.19,4.05,20.99
2014-09-30 22:57:17.757591499,Nigeria,United States,1,1,2.52,4.08,3.32,2.56,4.11,3.4
2014-10-01 10:45:05.503490237,Bosnia and Herzegovina,Cabo Verde,1,2,2.92,4.08,2.81,2.89,4.11,2.85
2014-10-01 15:22:46.480861914,Curaçao,Slovakia,2,1,4.05,4.08,2.22,4.12,4.03,2.17
2014-10-01 15:44:27.029543971,Egypt,Portugal,0,3,8.65,4.08,1.72,8.46,3.98,1.73
2014-10-02 00:10:36.873073517,Iran,Jordan,1,1,1.62,4.08,12.65,1.65,4.0,12.37
2014-12-15 17:48:16.496781688,Venezuela,New Zealand,2,1,1.45,4.08,21.2,1.42,3.99,21.38
2014-12-16 00:01:15.181846168,Czechia,South Africa,0,1,1.87,4.08,6.11,1.84,4.01,6.29
2014-12-16 13:23:29.343506372,Germany,Costa Rica,4,1,1.11,4.08,21.2,1.13,4.15,21.63
2014-12-17 00:40:32.519913801,Honduras,Australia,0,5,10.11,4.08,1.67,10.33,3.97,1.7
2014-12-18 22:57:58.307078703,New Zealand,Indonesia,1,3,2.8,4.08,2.93,2.77,4.13,2.95
2014-12-21 00:02:49.495031186,Iraq,Bolivia,2,1,2.21,4.08,4.07,2.15,4.17,3.96
2014-12-21 02:47:06.033362736,Japan,Norway,2,6,2.13,4.08,4.38,2.08,4.11,4.35
2014-12-21 12:43:50.625702754,England,Jordan,4,0,1.2,4.08,21.2,1.23,4.18,21.09
2015-03-12 09:29:17.922419994,Egypt,Chile,1,1,1.56,4.08,17.36,1.59,4.18,17.56
2015-03-13 03:18:01.328858647,Tunisia,Chile,1,2,1.82,4.08,6.76,1.77,4.17,6.84
2015-03-13 07:56:10.259513548,Cuba,Portugal,0,0,21.2,4.08,1.47,21.17,3.99,1.46
2015-03-14 11:41:22.260617839,Portugal,Curaçao,1,0,1.08,4.08,21.2,1.07,4.01,21.14
2015-03-14 17:31:43.876246285,Ecuador,Costa Rica,3,0,1.29,4.08,21.2,1.27,4.1,21.52
2015-03-15 13:53:07.420160867,Bosnia and Herzegovina,Uruguay,0,1,11.53,4.08,1.64,11.39,4.04,1.63
2015-03-15 19:28:47.928202660,Norway,Bolivia,1,0,1.17,4.08,21.2,1.14,4.16,21.62
2015-03-16 06:01:15.947173464,Canada,Algeria,1,0,1.64,4.08,11.42,1.61,4.08,11.62
2015-06-02 01:37:07.431397109,Senegal,Saudi Arabia,0,1,1.31,4.08,21.2,1.33,4.08,21.14
2015-06-03 03:45:21.711788187,Panama,Paraguay,1,4,7.86,4.08,1.75,7.66,4.04,1.76
2015-06-04 02:22:43.245551100,Algeria,Scotland,1,1,2.83,4.08,2.9,2.79,4.19,2.83
2015-06-05 08:35:16.590332929,Mexico,Ghana,1,1,1.22,4.08,21.2,1.25,4.02,21.37
2015-06-06 11:03:30.054043087,Jordan,Peru,0,0,3.13,4.08,2.64,3.12,4.19,2.63
2015-06-07 00:34:39.287803379,England,Egypt,4,1,1.21,4.08,21.2,1.23,4.2,21.05
2015-06-07 22:49:14.714866530,Trinidad and Tobago,Canada,0,1,15.95,4.08,1.57,15.8,4.02,1.54
2015-06-08 14:30:12.765239933,Slovakia,DR Congo,2,0,1.7,4.08,9.13,1.72,4.1,9.14
2015-08-13 11:54:02.488266167,Switzerland,Jordan,1,0,1.28,4.08,21.2,1.32,4.19,21.09
2015-08-14 13:39:46.960098073,Ecuador,New Zealand,0,0,1.22,4.08,21.2,1.23,4.08,20.76
2015-08-15 05:50:14.825816133,Jordan,Haiti,1,2,1.29,4.08,21.2,1.27,4.07,21.69
2015-08-15 13:55:56.396336637,Uzbekistan,Kenya,1,2,1.22,4.08,21.2,1.25,4.05,20.57
2015-08-15 15:58:34.610403536,Ghana,Costa Rica,3,2,1.36,4.08,21.2,1.34,4.13,21.75
2015-08-15 17:58:09.524943563,Kenya,Switzerland,1,1,15.0,4.08,1.58,14.79,4.02,1.57
2015-08-15 22:03:27.674243403,Ivory Coast,Belgium,2,0,9.98,4.08,1.67,9.88,4.14,1.63
2015-08-16 01:30:50.710201628,Norway,Ghana,1,1,1.29,4.08,21.2,1.29,4.14,20.72
2015-10-28 19:59:32.145556314,Qatar,Indonesia,0,0,2.14,4.08,4.35,2.11,3.96,4.47
2015-10-29 12:56:23.704259758,Uruguay,Colombia,2,1,2.11,4.08,4.45,2.16,4.15,4.51
2015-10-29 14:32:17.665533752,Morocco,Jordan,0,1,1.29,4.08,21.2,1.29,4.15,21.27
2015-10-30 00:33:25.242584365,Trinidad and Tobago,Algeria,1,1,5.94,4.08,1.89,5.88,4.01,1.86
2015-10-30 04:29:43.066215624,New Zealand,Cabo Verde,0,1,2.31,4.08,3.77,2.29,3.99,3.85
2015-10-30 05:44:05.817090258,DR Congo,Brazil,0,5,21.2,4.08,1.53,21.77,3.96,1.54
2015-10-30 19:49:16.990802636,Morocco,Iran,4,1,1.37,4.08,21.2,1.35,4.12,21.55
2015-10-31 11:47:14.324718612,Panama,Qatar,1,2,1.99,4.08,5.1,2.02,4.06,5.24
2016-01-09 11:49:05.135725721,Turkey,Jordan,1,1,1.48,4.08,21.2,1.45,4.08,21.37
2016-01-11 19:03:05.888161566,Uzbekistan,Qatar,1,1,1.21,4.08,21.2,1.2,3.96,21.62
2016-01-12 00:30:24.188760476,Germany,Jordan,1,0,1.19,4.08,21.2,1.22,4.12,21.06
2016-01-12 14:28:44.475106071,England,Norway,2,1,1.53,4.08,21.2,1.51,3.96,21.22
2016-01-13 17:12:00.851166219,Croatia,New Zealand,1,0,1.23,4.08,21.2,1.2,3.98,21.19
2016-01-15 18:40:17.133496704,Senegal,Chile,2,1,1.27,4.08,21.2,1.27,4.12,21.56
2016-01-16 05:59:21.542036868,United States,Nigeria,0,0,1.64,4.08,11.31,1.64,4.11,11.38
2016-01-16 18:48:45.219344765,Morocco,Slovakia,2,0,1.18,4.08,21.2,1.21,4.11,21.36
2016-04-05 19:08:26.210272879,Tunisia,Slovakia,0,1,1.53,4.08,21.2,1.53,4.16,21.74
2016-04-06 02:41:31.285711755,New Zealand,Portugal,0,6,21.2,4.08,1.53,20.99,4.03,1.56
2016-04-06 03:08:54.032194048,Cabo Verde,Peru,1,2,3.57,4.08,2.39,3.67,4.01,2.34
2016-04-06 12:51:44.025150152,Portugal,Norway,3,0,1.47,4.08,21.2,1.49,4.0,21.38
2016-04-07 11:36:38.273401975,Austria,France,1,3,9.99,4.08,1.67,10.15,4.03,1.7
2016-04-08 22:03:09.482350393,Portugal,New Zealand,1,0,1.11,4.08,21.2,1.08,4.12,21.47
2016-04-09 00:11:18.838912960,Tunisia,Egypt,3,1,1.77,4.08,7.44,1.79,3.96,7.46
2016-04-09 15:58:21.860231923,Curaçao,Morocco,0,0,21.2,4.08,1.48,21.37,4.1,1.48
2016-06-30 14:15:52.356867847,Chile,Sweden,0,2,5.64,4.08,1.92,5.7,4.19,1.95
2016-07-01 10:30:51.753930598,Brazil,England,1,0,2.49,4.08,3.37,2.43,4.03,3.29
2016-07-02 06:50:38.405092807,Germany,Sweden,1,2,1.54,4.08,20.4,1.51,4.02,20.6
2016-07-03 07:45:07.953921595,Uzbekistan,New Zealand,1,0,1.43,4.08,21.2,1.47,4.03,21.2
2016-07-03 10:37:30.988891923,England,Tunisia,1,0,1.15,4.08,21.2,1.16,4.02,20.6
2016-07-04 15:03:17.146464461,Mexico,Costa Rica,3,1,1.13,4.08,21.2,1.11,3.96,21.52
2016-07-05 00:50:38.602828434,Kenya,United States,0,3,14.97,4.08,1.58,14.74,4.13,1.53
2016-07-05 20:11:11.674466854,Norway,Iran,1,3,1.4,4.08,21.2,1.43,3.96,21.19
2016-09-17 01:32:56.784050082,Indonesia,Haiti,2,3,1.89,4.08,5.95,1.92,4.04,6.1
2016-09-17 03:01:41.496297115,Chile,Trinidad and Tobago,1,0,1.37,4.08,21.2,1.36,4.15,21.77
2016-09-17 20:49:14.372330228,Czechia,Belgium,0,3,19.04,4.08,1.55,19.39,3.97,1.52
2016-09-18 21:54:45.623048802,Ghana,United States,0,4,3.94,4.08,2.25,4.02,4.2,2.21
2016-09-19 16:25:51.111011018,Iraq,Ecuador,0,6,5.15,4.08,1.98,5.13,4.17,1.99
2016-09-19 18:57:31.170852321,Honduras,Belgium,1,1,18.92,4.08,1.55,19.24,4.02,1.55
2016-09-20 12:27:21.034629817,Honduras,Qatar,0,0,1.72,4.08,8.64,1.69,4.18,8.44
2016-09-20 14:00:36.410303919,Tunisia,Portugal,0,6,7.12,4.08,1.79,7.29,4.06,1.77
2016-12-04 02:01:48.011919975,Venezuela,Uzbekistan,3,1,2.33,4.08,3.72,2.39,3.96,3.78
2016-12-06 04:38:25.934237498,Colombia,Venezuela,0,0,1.22,4.08,21.2,1.24,4.01,20.82
2016-12-07 01:51:05.590265591,Bolivia,England,0,3,21.2,4.08,1.51,20.97,4.04,1.49
2016-12-07 13:52:09.645732493,Australia,South Korea,3,3,2.2,4.08,4.11,2.16,4.01,4.1
2016-12-09 18:37:09.473177535,Brazil,Nigeria,1,0,1.31,4.08,21.2,1.32,4.15,21.44
2016-12-10 06:04:42.312924798,Paraguay,Morocco,1,1,7.17,4.08,1.79,7.23,4.02,1.75
2016-12-10 06:19:24.322030215,Croatia,Algeria,2,0,1.19,4.08,21.2,1.17,4.16,21.25
2016-12-10 12:45:14.223161514,Belgium,Egypt,2,1,1.34,4.08,21.2,1.34,4.19,20.58
2017-02-07 01:40:26.809955303,Argentina,Uruguay,2,0,1.41,4.08,21.2,1.44,4.2,20.81
2017-02-07 08:10:06.778386684,Australia,Cabo Verde,2,0,1.42,4.08,21.2,1.41,4.12,21.77
2017-02-08 01:45:31.982809784,Curaçao,Kenya,0,0,2.48,4.08,3.39,2.52,4.06,3.4
2017-02-08 16:11:44.396811179,Egypt,England,0,5,6.95,4.08,1.8,6.9,4.09,1.8
2017-02-10 04:59:14.408379441,Austria,Sweden,3,2,1.88,4.08,6.0,1.83,4.09,5.82
2017-02-10 15:35:55.160067766,Ghana,Germany,2,2,7.14,4.08,1.79,7.19,4.04,1.84
2017-02-12 03:13:56.080350164,Portugal,Honduras,7,1,1.1,4.08,21.2,1.13,4.09,21.59
2017-02-12 11:36:41.619143938,Bolivia,Morocco,2,2,16.54,4.08,1.57,16.62,4.1,1.6
2017-04-26 06:45:09.562550488,Algeria,Switzerland,0,3,5.43,4.08,1.95,5.32,4.09,1.92
2017-04-26 13:56:35.790570939,Iran,Ghana,0,1,1.73,4.08,8.42,1.76,4.18,8.5
2017-04-26 14:00:08.500398686,Ecuador,Iraq,2,3,1.31,4.08,21.2,1.3,4.1,21.36
2017-04-27 00:46:46.313839657,Iraq,Czechia,0,1,2.42,4.08,3.5,2.38,4.15,3.49
2017-04-27 09:33:24.630326233,Croatia,Iran,0,1,1.43,4.08,21.2,1.39,4.13,21.67
2017-05-01 01:53:34.327606388,Netherlands,Trinidad and Tobago,5,0,1.07,4.08,21.2,1.04,4.01,20.67
2017-05-02 22:59:15.569125381,Ecuador,Costa Rica,0,0,1.15,4.08,21.2,1.16,4.06,21.34
2017-05-03 05:58:23.311186724,Sweden,Brazil,1,3,2.2,4.08,4.1,2.18,4.08,3.99
2017-07-16 15:48:18.305697195,Croatia,Nigeria,1,2,1.48,4.08,21.2,1.47,3.97,20.99
2017-07-16 19:27:56.861673081,Chile,Portugal,0,4,20.67,4.08,1.54,21.09,4.1,1.52
2017-07-17 07:09:29.113523417,Portugal,Japan,3,1,1.92,4.08,5.68,1.92,4.09,5.75
2017-07-17 10:18:18.793722361,Colombia,England,1,1,3.85,4.08,2.28,3.76,4.19,2.35
2017-07-17 20:58:02.445571171,New Zealand,Sweden,2,2,8.27,4.08,1.73,8.18,4.14,1.73
2017-07-18 00:31:31.887506460,Japan,Switzerland,0,5,1.73,4.08,8.3,1.75,4.19,8.31
2017-07-19 02:35:09.539267177,Germany,Honduras,1,1,1.1,4.08,21.2,1.07,4.17,21.72
2017-07-19 23:29:54.484561123,Haiti,Honduras,1,2,3.03,4.08,2.72,3.07,3.96,2.72
2017-10-02 18:25:25.209552068,Indonesia,Canada,1,0,5.92,4.08,1.89,6.05,4.11,1.85
2017-10-03 12:09:41.392353773,Switzerland,Scotland,1,1,1.36,4.08,21.2,1.39,4.1,20.68
2017-10-03 21:50:26.284388694,Uruguay,Bolivia,0,0,1.21,4.08,21.2,1.2,4.01,21.08
2017-10-04 05:35:19.103166189,Scotland,Kenya,5,0,1.46,4.08,21.2,1.5,4.04,21.06
2017-10-04 06:19:56.899176306,Cabo Verde,Colombia,2,2,15.47,4.08,1.58,15.92,4.19,1.6
2017-10-04 11:53:22.956945622,Ecuador,Netherlands,1,2,5.26,4.08,1.97,5.36,4.14,1.94
2017-10-05 17:24:40.575368320,Brazil,Iraq,1,1,1.15,4.08,21.2,1.17,4.07,21.19
2017-10-06 05:18:45.877946788,Switzerland,United States,4,3,2.09,4.08,4.56,2.11,4.13,4.67
2017-12-23 23:57:22.832528893,Tunisia,Algeria,2,0,2.15,4.08,4.28,2.18,4.11,4.34
2017-12-24 06:37:33.613638922,Chile,Ghana,1,0,2.25,4.08,3.95,2.29,4.06,3.95
2017-12-25 21:03:19.714340311,Haiti,Sweden,0,3,21.2,4.08,1.52,21.24,4.15,1.54
2017-12-26 18:42:45.558883597,Canada,Algeria,2,1,1.37,4.08,21.2,1.37,4.15,21.55
2017-12-26 21:32:29.602285483,Scotland,Iran,0,0,3.23,4.08,2.58,3.27,4.0,2.55
2017-12-27 02:08:31.044250980,Jordan,Argentina,1,3,21.2,4.08,1.53,21.39,4.03,1.54
2017-12-27 03:22:48.604966098,Curaçao,Brazil,0,3,21.2,4.08,1.47,21.51,4.16,1.47
2017-12-27 11:40:19.112496202,Curaçao,Bolivia,0,2,4.58,4.08,2.09,4.57,4.05,2.12
2018-03-07 16:05:15.612685248,Ghana,Senegal,0,2,6.58,4.08,1.83,6.67,3.99,1.88
2018-03-08 04:55:10.615006618,Peru,Paraguay,0,0,2.06,4.08,4.69,2.06,4.15,4.61
2018-03-08 17:27:40.598266759,Ivory Coast,Mexico,0,0,3.83,4.08,2.29,3.85,4.03,2.36
2018-03-11 10:03:16.646418328,South Africa,Ghana,1,1,2.09,4.08,4.55,2.14,4.07,4.43
2018-03-12 01:44:12.752255490,Croatia,Algeria,1,1,1.23,4.08,21.2,1.24,4.16,20.89
2018-03-13 11:03:44.146981620,Czechia,Brazil,0,0,16.21,4.08,1.57,16.13,4.04,1.57
2018-03-13 11:06:20.574880809,Germany,Slovakia,4,1,1.19,4.08,21.2,1.16,4.2,21.4
2018-03-13 16:32:07.598140583,Trinidad and Tobago,Bosnia and Herzegovina,1,1,2.87,4.08,2.86,2.93,4.09,2.87
2018-05-27 12:13:05.237481702,Qatar,Costa Rica,0,0,2.35,4.08,3.67,2.3,4.1,3.71
2018-05-27 16:27:17.674803213,Saudi Arabia,Czechia,0,1,2.21,4.08,4.06,2.18,4.02,3.99
2018-05-30 00:49:29.918036774,Indonesia,Turkey,2,1,5.11,4.08,1.99,5.17,4.11,1.94
2018-05-30 15:56:20.943426943,Colombia,Senegal,2,0,1.93,4.08,5.58,1.92,4.17,5.62
2018-05-30 22:04:38.173259656,Bosnia and Herzegovina,Egypt,1,3,7.46,4.08,1.77,7.6,4.07,1.79
2018-05-31 05:56:18.639884113,Iraq,Croatia,1,1,12.83,4.08,1.61,12.71,4.07,1.57
2018-06-02 03:47:05.820710881,Panama,DR Congo,3,2,3.36,4.08,2.5,3.46,4.04,2.55
2018-06-02 17:27:10.710318707,Curaçao,Czechia,0,1,5.6,4.08,1.92,5.5,4.09,1.94
2018-08-10 18:07:52.205673806,South Korea,Egypt,2,1,1.56,4.08,18.14,1.6,4.03,18.23
2018-08-12 22:37:59.426209772,Ghana,Cabo Verde,0,0,1.66,4.08,10.31,1.67,4.14,10.19
2018-08-14 02:02:51.766839985,Turkey,United States,2,0,2.82,4.08,2.91,2.85,4.1,2.96
2018-08-14 09:06:21.513714384,Australia,Iran,1,1,2.03,4.08,4.89,1.97,4.15,4.91
2018-08-15 02:07:58.469545561,Czechia,Paraguay,1,2,2.99,4.08,2.75,3.02,4.18,2.68
2018-08-15 11:46:43.169996417,DR Congo,Morocco,0,1,16.87,4.08,1.57,16.77,4.16,1.61
2018-08-16 08:01:19.548253349,Netherlands,South Africa,2,1,1.18,4.08,21.2,1.2,4.16,20.57
2018-08-16 11:55:59.531400129,Honduras,Argentina,0,0,21.2,4.08,1.48,20.87,4.18,1.52
2018-10-20 03:11:31.298916067,Morocco,Scotland,1,2,1.17,4.08,21.2,1.15,4.17,20.68
2018-10-21 08:18:17.588261573,Venezuela,Switzerland,0,1,5.29,4.08,1.96,5.18,4.15,2.0
2018-10-21 08:36:52.202349529,Haiti,Egypt,0,0,6.51,4.08,1.84,6.68,3.98,1.85
2018-10-21 15:35:48.151459899,Cabo Verde,Peru,0,2,2.67,4.08,3.1,2.66,4.07,3.12
2018-10-22 11:55:09.871454037,Bosnia and Herzegovina,Iraq,0,2,5.09,4.08,1.99,5.22,4.19,2.0
2018-10-22 16:54:09.283165649,Tunisia,Venezuela,2,2,1.51,4.08,21.2,1.52,4.14,21.48
2018-10-23 16:29:39.046412417,Indonesia,Argentina,0,2,21.2,4.08,1.5,21.58,3.98,1.51
2018-10-23 22:04:15.725778011,Croatia,Qatar,1,1,1.1,4.08,21.2,1.12,4.01,21.41
2019-01-04 10:56:56.061758919,Tunisia,Netherlands,1,1,8.67,4.08,1.72,8.43,4.13,1.72
2019-01-04 14:13:08.741738144,Colombia,Belgium,0,3,2.92,4.08,2.81,2.95,4.03,2.79
2019-01-05 18:45:10.490444262,Bosnia and Herzegovina,Honduras,2,2,2.5,4.08,3.36,2.45,4.04,3.29
2019-01-06 02:26:46.971277010,Spain,Iran,1,0,1.25,4.08,21.2,1.28,4.07,20.7
2019-01-06 07:35:53.048963014,Bosnia and Herzegovina,Ecuador,0,3,9.97,4.08,1.67,10.17,4.19,1.68
2019-01-08 12:43:23.968602916,Jordan,Spain,2,4,18.85,4.08,1.55,18.58,4.14,1.58
2019-01-08 17:31:34.865156025,Bosnia and Herzegovina,Czechia,1,1,3.62,4.08,2.37,3.65,4.09,2.4
2019-01-08 23:09:14.556394973,Haiti,Saudi Arabia,0,2,8.93,4.08,1.71,8.82,4.15,1.74
2019-04-10 13:05:41.955490434,Indonesia,Netherlands,0,5,15.74,4.08,1.58,15.39,4.04,1.62
2019-04-10 21:47:26.106954503,Turkey,Spain,2,3,6.61,4.08,1.83,6.43,4.08,1.84
2019-04-10 23:13:20.426758433,Mexico,Venezuela,3,1,1.25,4.08,21.2,1.25,4.05,20.7
2019-04-11 18:41:34.830838310,Senegal,Switzerland,0,2,2.27,4.08,3.89,2.29,4.16,3.85
2019-04-12 15:46:25.365260858,Senegal,Ecuador,0,1,1.76,4.08,7.61,1.8,3.98,7.53
2019-04-13 08:56:28.528955794,Argentina,Cabo Verde,1,1,1.1,4.08,21.2,1.1,3.97,21.06
2019-04-14 02:12:03.438874070,Ghana,Venezuela,1,1,1.47,4.08,21.2,1.49,4.2,20.98
2019-04-14 08:08:12.563122869,Chile,Senegal,0,0,4.23,4.08,2.16,4.22,4.04,2.22
2019-06-20 20:40:07.373055507,Netherlands,Senegal,0,0,1.43,4.08,21.2,1.45,4.12,21.62
2019-06-24 03:47:13.735821217,Venezuela,Ecuador,1,1,10.39,4.08,1.66,10.59,4.19,1.7
2019-06-25 15:45:26.673386651,Jordan,Panama,0,0,1.45,4.08,21.2,1.43,3.97,20.67
2019-06-25 20:30:52.533540970,Austria,Japan,1,1,2.12,4.08,4.4,2.06,4.07,4.41
2019-06-26 14:11:01.150184544,Kenya,Iraq,0,1,5.86,4.08,1.9,5.78,4.15,1.92
2019-06-27 00:56:58.515196860,Uruguay,Iran,0,1,1.52,4.08,21.2,1.48,4.09,20.63
2019-06-27 02:55:17.280898692,Switzerland,France,1,1,5.75,4.08,1.91,5.75,4.2,1.93
2019-06-27 09:27:41.187175250,Ecuador,DR Congo,0,0,1.16,4.08,21.2,1.17,4.09,21.3
2019-09-06 20:25:58.728701289,Kenya,Ivory Coast,1,2,3.79,4.08,2.3,3.7,4.0,2.24
2019-09-07 01:04:12.998986674,England,Croatia,2,1,1.69,4.08,9.53,1.73,4.11,9.58
2019-09-07 17:29:30.622875824,Saudi Arabia,Senegal,1,0,4.71,4.08,2.06,4.6,4.04,2.1
2019-09-09 18:57:54.428970323,Chile,Costa Rica,0,1,2.68,4.08,3.07,2.61,4.07,2.98
2019-09-10 00:18:20.798649680,Ghana,Jordan,1,0,1.95,4.08,5.42,2.0,4.2,5.38
2019-09-12 07:20:49.828273107,Saudi Arabia,Peru,1,2,2.42,4.08,3.5,2.35,4.0,3.43
2019-09-13 06:37:33.453433704,Tunisia,Spain,2,2,7.29,4.08,1.78,7.18,4.04,1.81
2019-09-15 02:47:35.809777855,Argentina,Nigeria,4,1,1.3,4.08,21.2,1.28,4.12,21.52
2019-11-25 00:22:15.455124366,New Zealand,South Korea,1,2,9.66,4.08,1.68,9.8,4.04,1.73
2019-11-25 21:18:24.066489382,Argentina,Ecuador,2,1,1.23,4.08,21.2,1.25,4.07,21.51
2019-11-29 10:09:20.196822067,Australia,Chile,1,0,1.36,4.08,21.2,1.34,4.08,21.59
2019-11-30 03:02:42.847043831,Panama,Cuba,1,0,1.67,4.08,10.23,1.63,3.97,10.18
2019-12-01 06:04:38.992297983,Haiti,Scotland,1,3,5.9,4.08,1.89,5.93,4.16,1.95
2019-12-05 04:55:31.292911122,New Zealand,Germany,0,1,17.08,4.08,1.56,17.27,4.16,1.55
2019-12-06 05:27:02.266847126,Belgium,Paraguay,4,0,1.26,4.08,21.2,1.27,4.1,20.78
2019-12-07 14:21:30.895803774,Panama,Brazil,1,5,21.2,4.08,1.51,20.89,4.09,1.55
2020-02-18 20:55:19.711975729,Cabo Verde,Spain,1,1,15.83,4.08,1.57,15.4,3.99,1.55
2020-02-20 19:52:51.751287693,France,Kenya,1,0,1.09,4.08,21.2,1.1,4.06,21.04
2020-02-21 13:30:56.486240195,Turkey,Haiti,3,0,1.16,4.08,21.2,1.16,3.97,21.81
