date,team,elo
2015-04-01,Czechia,1521.7
2015-05-01,Czechia,1514.1
2015-06-01,Czechia,1519.6
2015-07-01,Czechia,1511.5
2015-08-01,Czechia,1521.6
2015-09-01,Czechia,1525.5
2015-10-01,Czechia,1519.2
2015-11-01,Czechia,1509.4
2015-12-01,Czechia,1520.8
2016-01-01,Czechia,1515.6
2016-02-01,Czechia,1523.3
2016-03-01,Czechia,1506.2
2016-04-01,Czechia,1529.0
2016-05-01,Czechia,1523.8
2016-06-01,Czechia,1523.1
2016-07-01,Czechia,1529.6
2016-08-01,Czechia,1508.0
2016-09-01,Czechia,1515.1
2016-10-01,Czechia,1518.5
2016-11-01,Czechia,1503.3
2016-12-01,Czechia,1523.5
2017-01-01,Czechia,1516.8
2017-02-01,Czechia,1535.3
2017-03-01,Czechia,1518.3
2017-04-01,Czechia,1534.3
2017-05-01,Czechia,1517.5
2017-06-01,Czechia,1534.8
2017-07-01,Czechia,1523.4
2017-08-01,Czechia,1519.8
2017-09-01,Czechia,1539.7
2017-10-01,Czechia,1533.0
2017-11-01,Czechia,1524.1
2017-12-01,Czechia,1511.9
2018-01-01,Czechia,1521.5
2018-02-01,Czechia,1530.2
2018-03-01,Czechia,1524.6
2018-04-01,Czechia,1521.5
2018-05-01,Czechia,1528.0
2018-06-01,Czechia,1536.3
2018-07-01,Czechia,1543.7
2018-08-01,Czechia,1522.0
2018-09-01,Czechia,1524.1
2018-10-01,Czechia,1537.7
2018-11-01,Czechia,1520.9
2018-12-01,Czechia,1525.0
2019-01-01,Czechia,1534.2
2019-02-01,Czechia,1542.1
2019-03-01,Czechia,1520.6
2019-04-01,Czechia,1531.6
2019-05-01,Czechia,1524.7
2019-06-01,Czechia,1542.5
2019-07-01,Czechia,1536.2
2019-08-01,Czechia,1531.4
2019-09-01,Czechia,1531.2
2019-10-01,Czechia,1537.0
2019-11-01,Czechia,1527.4
2019-12-01,Czechia,1530.9
2020-01-01,Czechia,1533.3
2020-02-01,Czechia,1536.5
2020-03-01,Czechia,1545.2
2020-04-01,Czechia,1530.5
2020-05-01,Czechia,1542.2
2020-06-01,Czechia,1538.6
2020-07-01,Czechia,1535.2
2020-08-01,Czechia,1542.5
2020-09-01,Czechia,1537.0
2020-10-01,Czechia,1540.0
2020-11-01,Czechia,1546.0
2020-12-01,Czechia,1533.5
2021-01-01,Czechia,1537.0
2021-02-01,Czechia,1544.8
2021-03-01,Czechia,1540.1
2021-04-01,Czechia,1548.6
2021-05-01,Czechia,1557.0
2021-06-01,Czechia,1552.8
2021-07-01,Czechia,1533.2
2021-08-01,Czechia,1546.1
2021-09-01,Czechia,1526.3
2021-10-01,Czechia,1543.3
2021-11-01,Czechia,1538.8
2021-12-01,Czechia,1544.4
2022-01-01,Czechia,1544.3
2022-02-01,Czechia,1540.9
2022-03-01,Czechia,1545.9
2022-04-01,Czechia,1553.6
2022-05-01,Czechia,1562.4
2022-06-01,Czechia,1554.8
2022-07-01,Czechia,1550.9
2022-08-01,Czechia,1551.7
2022-09-01,Czechia,1543.3
2022-10-01,Czechia,1544.0
2022-11-01,Czechia,1550.3
2022-12-01,Czechia,1531.3
2023-01-01,Czechia,1551.7
2023-02-01,Czechia,1547.3
2023-03-01,Czechia,1546.6
2023-04-01,Czechia,1539.8
2023-05-01,Czechia,1550.0
2023-06-01,Czechia,1542.8
2023-07-01,Czechia,1550.1
2023-08-01,Czechia,1549.0
2023-09-01,Czechia,1543.3
2023-10-01,Czechia,1557.1
2023-11-01,Czechia,1546.6
2023-12-01,Czechia,1552.6
2024-01-01,Czechia,1544.0
2024-02-01,Czechia,1550.2
2024-03-01,Czechia,1544.6
2024-04-01,Czechia,1552.5
2024-05-01,Czechia,1554.9
2024-06-01,Czechia,1554.8
2024-07-01,Czechia,1565.6
2024-08-01,Czechia,1559.5
2024-09-01,Czechia,1540.6
2024-10-01,Czechia,1558.8
2024-11-01,Czechia,1546.6
2024-12-01,Czechia,1558.5
2025-01-01,Czechia,1542.7
2025-02-01,Czechia,1554.7
2025-03-01,Czechia,1558.9
2025-04-01,Czechia,1548.6
2025-05-01,Czechia,1566.7
2025-06-01,Czechia,1572.1
2025-07-01,Czechia,1555.5
2025-08-01,Czechia,1562.4
2025-09-01,Czechia,1563.3
2025-10-01,Czechia,1551.2
2025-11-01,Czechia,1551.0
2025-12-01,Czechia,1559.0
2026-01-01,Czechia,1571.8
2026-02-01,Czechia,1568.1
2026-03-01,Czechia,1548.0
2026-04-01,Czechia,1569.6
2026-05-01,Czechia,1569.3
2000-01-01,South Africa,1417.2
2000-02-01,South Africa,1446.0
2000-03-01,South Africa,1440.4
2000-04-01,South Africa,1450.5
2000-05-01,South Africa,1448.0
2000-06-01,South Africa,1444.6
2000-07-01,South Africa,1441.5
2000-08-01,South Africa,1443.0
2000-09-01,South Africa,1427.8
2000-10-01,South Africa,1427.1
2000-11-01,South Africa,1444.9
2000-12-01,South Africa,1441.0
2001-01-01,South Africa,1449.1
2001-02-01,South Africa,1440.3
2001-03-01,South Africa,1438.1
2001-04-01,South Africa,1440.0
2001-05-01,South Africa,1437.5
2001-06-01,South Africa,1452.3
2001-07-01,South Africa,1449.5
2001-08-01,South Africa,1448.3
2001-09-01,South Africa,1455.2
2001-10-01,South Africa,1437.7
2001-11-01,South Africa,1433.5
2001-12-01,South Africa,1442.0
2002-01-01,South Africa,1451.0
2002-02-01,South Africa,1442.1
2002-03-01,South Africa,1439.0
2002-04-01,South Africa,1441.1
2002-05-01,South Africa,1454.3
2002-06-01,South Africa,1452.4
2002-07-01,South Africa,1458.9
2002-08-01,South Africa,1459.2
2002-09-01,South Africa,1450.1
2002-10-01,South Africa,1432.6
2002-11-01,South Africa,1449.8
2002-12-01,South Africa,1448.3
2003-01-01,South Africa,1453.8
2003-02-01,South Africa,1446.4
2003-03-01,South Africa,1442.1
2003-04-01,South Africa,1453.6
2003-05-01,South Africa,1439.4
2003-06-01,South Africa,1459.4
2003-07-01,South Africa,1440.2
2003-08-01,South Africa,1435.7
2003-09-01,South Africa,1454.9
2003-10-01,South Africa,1448.7
2003-11-01,South Africa,1436.2
2003-12-01,South Africa,1445.8
2004-01-01,South Africa,1460.8
2004-02-01,South Africa,1457.3
2004-03-01,South Africa,1452.2
2004-04-01,South Africa,1455.2
2004-05-01,South Africa,1453.7
2004-06-01,South Africa,1446.2
2004-07-01,South Africa,1442.8
2004-08-01,South Africa,1453.9
2004-09-01,South Africa,1460.5
2004-10-01,South Africa,1452.7
2004-11-01,South Africa,1457.9
2004-12-01,South Africa,1464.1
2005-01-01,South Africa,1448.5
2005-02-01,South Africa,1465.0
2005-03-01,South Africa,1446.6
2005-04-01,South Africa,1476.6
2005-05-01,South Africa,1455.0
2005-06-01,South Africa,1468.0
2005-07-01,South Africa,1460.0
2005-08-01,South Africa,1451.4
2005-09-01,South Africa,1442.7
2005-10-01,South Africa,1461.4
2005-11-01,South Africa,1459.9
2005-12-01,South Africa,1461.3
2006-01-01,South Africa,1458.0
2006-02-01,South Africa,1463.3
2006-03-01,South Africa,1467.0
2006-04-01,South Africa,1470.4
2006-05-01,South Africa,1463.0
2006-06-01,South Africa,1448.1
2006-07-01,South Africa,1461.9
2006-08-01,South Africa,1458.0
2006-09-01,South Africa,1464.9
2006-10-01,South Africa,1464.3
2006-11-01,South Africa,1468.2
2006-12-01,South Africa,1457.4
2007-01-01,South Africa,1461.2
2007-02-01,South Africa,1474.9
2007-03-01,South Africa,1458.3
2007-04-01,South Africa,1465.8
2007-05-01,South Africa,1466.9
2007-06-01,South Africa,1450.2
2007-07-01,South Africa,1467.2
2007-08-01,South Africa,1466.9
2007-09-01,South Africa,1467.5
2007-10-01,South Africa,1459.4
2007-11-01,South Africa,1457.4
2007-12-01,South Africa,1456.2
2008-01-01,South Africa,1479.8
2008-02-01,South Africa,1472.3
2008-03-01,South Africa,1465.1
2008-04-01,South Africa,1461.2
2008-05-01,South Africa,1460.2
2008-06-01,South Africa,1470.8
2008-07-01,South Africa,1469.9
2008-08-01,South Africa,1457.5
2008-09-01,South Africa,1461.3
2008-10-01,South Africa,1464.1
2008-11-01,South Africa,1477.3
2008-12-01,South Africa,1463.5
2009-01-01,South Africa,1473.6
2009-02-01,South Africa,1482.1
2009-03-01,South Africa,1481.8
2009-04-01,South Africa,1479.3
2009-05-01,South Africa,1485.9
2009-06-01,South Africa,1476.1
2009-07-01,South Africa,1468.1
2009-08-01,South Africa,1487.4
2009-09-01,South Africa,1478.3
2009-10-01,South Africa,1468.2
2009-11-01,South Africa,1478.6
2009-12-01,South Africa,1459.1
2010-01-01,South Africa,1479.4
2010-02-01,South Africa,1460.8
2010-03-01,South Africa,1471.8
2010-04-01,South Africa,1473.4
2010-05-01,South Africa,1469.0
2010-06-01,South Africa,1478.1
2010-07-01,South Africa,1471.8
2010-08-01,South Africa,1478.3
2010-09-01,South Africa,1487.5
2010-10-01,South Africa,1470.3
2010-11-01,South Africa,1483.7
2010-12-01,South Africa,1495.9
2011-01-01,South Africa,1482.5
2011-02-01,South Africa,1469.2
2011-03-01,South Africa,1485.0
2011-04-01,South Africa,1480.1
2011-05-01,South Africa,1493.1
2011-06-01,South Africa,1472.7
2011-07-01,South Africa,1480.4
2011-08-01,South Africa,1479.8
2011-09-01,South Africa,1480.7
2011-10-01,South Africa,1477.0
2011-11-01,South Africa,1482.0
2011-12-01,South Africa,1488.2
2012-01-01,South Africa,1485.7
2012-02-01,South Africa,1491.0
2012-03-01,South Africa,1494.2
2012-04-01,South Africa,1483.0
2012-05-01,South Africa,1472.0
2012-06-01,South Africa,1482.6
2012-07-01,South Africa,1476.1
2012-08-01,South Africa,1494.3
2012-09-01,South Africa,1485.9
2012-10-01,South Africa,1490.7
2012-11-01,South Africa,1490.6
2012-12-01,South Africa,1494.9
2013-01-01,South Africa,1497.3
2013-02-01,South Africa,1481.0
2013-03-01,South Africa,1483.0
2013-04-01,South Africa,1489.4
2013-05-01,South Africa,1502.1
2013-06-01,South Africa,1478.4
2013-07-01,South Africa,1489.7
2013-08-01,South Africa,1495.2
2013-09-01,South Africa,1487.0
2013-10-01,South Africa,1503.5
2013-11-01,South Africa,1484.0
2013-12-01,South Africa,1486.8
2014-01-01,South Africa,1498.6
2014-02-01,South Africa,1490.9
2014-03-01,South Africa,1497.8
2014-04-01,South Africa,1504.5
2014-05-01,South Africa,1490.6
2014-06-01,South Africa,1473.8
2014-07-01,South Africa,1504.5
2014-08-01,South Africa,1504.3
2014-09-01,South Africa,1478.9
2014-10-01,South Africa,1493.0
2014-11-01,South Africa,1494.0
2014-12-01,South Africa,1490.3
2015-01-01,South Africa,1500.4
2015-02-01,South Africa,1497.9
2015-03-01,South Africa,1496.7
2015-04-01,South Africa,1499.7
2015-05-01,South Africa,1512.4
2015-06-01,South Africa,1490.7
2015-07-01,South Africa,1491.3
2015-08-01,South Africa,1504.3
2015-09-01,South Africa,1503.7
2015-10-01,South Africa,1488.5
2015-11-01,South Africa,1491.7
2015-12-01,South Africa,1493.8
2016-01-01,South Africa,1496.6
2016-02-01,South Africa,1492.6
2016-03-01,South Africa,1512.7
2016-04-01,South Africa,1495.6
2016-05-01,South Africa,1503.8
2016-06-01,South Africa,1501.3
2016-07-01,South Africa,1502.0
2016-08-01,South Africa,1504.2
2016-09-01,South Africa,1496.4
2016-10-01,South Africa,1502.0
2016-11-01,South Africa,1483.5
2016-12-01,South Africa,1491.1
2017-01-01,South Africa,1506.7
2017-02-01,South Africa,1502.9
2017-03-01,South Africa,1495.3
2017-04-01,South Africa,1502.0
2017-05-01,South Africa,1512.2
2017-06-01,South Africa,1521.8
2017-07-01,South Africa,1493.3
2017-08-01,South Africa,1495.8
2017-09-01,South Africa,1520.6
2017-10-01,South Africa,1503.9
2017-11-01,South Africa,1510.2
2017-12-01,South Africa,1507.0
2018-01-01,South Africa,1512.2
2018-02-01,South Africa,1501.3
2018-03-01,South Africa,1509.5
2018-04-01,South Africa,1507.0
2018-05-01,South Africa,1515.6
2018-06-01,South Africa,1521.7
2018-07-01,South Africa,1504.3
2018-08-01,South Africa,1512.0
2018-09-01,South Africa,1510.1
2018-10-01,South Africa,1512.5
2018-11-01,South Africa,1512.2
2018-12-01,South Africa,1516.6
2019-01-01,South Africa,1508.5
2019-02-01,South Africa,1499.4
2019-03-01,South Africa,1507.4
2019-04-01,South Africa,1509.1
2019-05-01,South Africa,1522.5
2019-06-01,South Africa,1519.3
2019-07-01,South Africa,1526.6
2019-08-01,South Africa,1512.9
2019-09-01,South Africa,1520.3
2019-10-01,South Africa,1513.3
2019-11-01,South Africa,1505.8
2019-12-01,South Africa,1505.3
2020-01-01,South Africa,1492.2
2020-02-01,South Africa,1520.8
2020-03-01,South Africa,1529.2
2020-04-01,South Africa,1522.4
2020-05-01,South Africa,1519.7
2020-06-01,South Africa,1525.6
2020-07-01,South Africa,1509.3
2020-08-01,South Africa,1517.9
2020-09-01,South Africa,1514.8
2020-10-01,South Africa,1521.3
2020-11-01,South Africa,1513.3
2020-12-01,South Africa,1531.3
2021-01-01,South Africa,1532.4
2021-02-01,South Africa,1508.5
2021-03-01,South Africa,1537.7
2021-04-01,South Africa,1522.6
2021-05-01,South Africa,1521.8
2021-06-01,South Africa,1525.7
2021-07-01,South Africa,1527.8
2021-08-01,South Africa,1510.1
2021-09-01,South Africa,1528.1
2021-10-01,South Africa,1517.9
2021-11-01,South Africa,1538.3
2021-12-01,South Africa,1503.3
2022-01-01,South Africa,1522.7
2022-02-01,South Africa,1519.0
2022-03-01,South Africa,1526.2
2022-04-01,South Africa,1522.7
2022-05-01,South Africa,1520.8
2022-06-01,South Africa,1511.1
2022-07-01,South Africa,1521.1
2022-08-01,South Africa,1530.8
2022-09-01,South Africa,1527.8
2022-10-01,South Africa,1523.4
2022-11-01,South Africa,1519.1
2022-12-01,South Africa,1518.9
2023-01-01,South Africa,1520.8
2023-02-01,South Africa,1524.7
2023-03-01,South Africa,1531.1
2023-04-01,South Africa,1530.4
2023-05-01,South Africa,1523.0
2023-06-01,South Africa,1517.8
2023-07-01,South Africa,1540.5
2023-08-01,South Africa,1524.8
2023-09-01,South Africa,1521.0
2023-10-01,South Africa,1529.7
2023-11-01,South Africa,1525.3
2023-12-01,South Africa,1538.1
2024-01-01,South Africa,1526.4
2024-02-01,South Africa,1523.3
2024-03-01,South Africa,1531.9
2024-04-01,South Africa,1531.1
2024-05-01,South Africa,1527.3
2024-06-01,South Africa,1528.7
2024-07-01,South Africa,1536.5
2024-08-01,South Africa,1541.7
2024-09-01,South Africa,1522.3
2024-10-01,South Africa,1530.2
2024-11-01,South Africa,1537.4
2024-12-01,South Africa,1540.0
2025-01-01,South Africa,1546.0
2025-02-01,South Africa,1525.3
2025-03-01,South Africa,1534.2
2025-04-01,South Africa,1539.1
2025-05-01,South Africa,1527.4
2025-06-01,South Africa,1536.3
2025-07-01,South Africa,1522.6
2025-08-01,South Africa,1528.0
2025-09-01,South Africa,1522.4
2025-10-01,South Africa,1530.2
2025-11-01,South Africa,1514.1
2025-12-01,South Africa,1542.3
2026-01-01,South Africa,1541.7
2026-02-01,South Africa,1538.7
2026-03-01,South Africa,1531.4
2026-04-01,South Africa,1522.8
2026-05-01,South Africa,1542.7
2000-01-01,Venezuela,1406.7
2000-02-01,Venezuela,1413.1
2000-03-01,Venezuela,1420.7
2000-04-01,Venezuela,1400.5
2000-05-01,Venezuela,1415.6
2000-06-01,Venezuela,1414.7
2000-07-01,Venezuela,1443.1
2000-08-01,Venezuela,1410.5
2000-09-01,Venezuela,1397.9
2000-10-01,Venezuela,1409.6
2000-11-01,Venezuela,1401.1
2000-12-01,Venezuela,1425.9
2001-01-01,Venezuela,1431.4
2001-02-01,Venezuela,1416.7
2001-03-01,Venezuela,1422.9
2001-04-01,Venezuela,1420.3
2001-05-01,Venezuela,1417.3
2001-06-01,Venezuela,1408.4
2001-07-01,Venezuela,1423.9
2001-08-01,Venezuela,1420.1
2001-09-01,Venezuela,1438.4
2001-10-01,Venezuela,1418.2
2001-11-01,Venezuela,1422.4
2001-12-01,Venezuela,1420.3
2002-01-01,Venezuela,1418.6
2002-02-01,Venezuela,1424.0
2002-03-01,Venezuela,1421.1
2002-04-01,Venezuela,1412.7
2002-05-01,Venezuela,1431.1
2002-06-01,Venezuela,1418.1
2002-07-01,Venezuela,1429.2
2002-08-01,Venezuela,1422.7
2002-09-01,Venezuela,1425.6
2002-10-01,Venezuela,1423.9
2002-11-01,Venezuela,1434.0
2002-12-01,Venezuela,1433.0
2003-01-01,Venezuela,1427.0
2003-02-01,Venezuela,1433.9
2003-03-01,Venezuela,1427.3
2003-04-01,Venezuela,1429.2
2003-05-01,Venezuela,1442.3
2003-06-01,Venezuela,1424.9
2003-07-01,Venezuela,1434.7
2003-08-01,Venezuela,1430.6
2003-09-01,Venezuela,1426.0
2003-10-01,Venezuela,1428.5
2003-11-01,Venezuela,1428.5
2003-12-01,Venezuela,1428.6
2004-01-01,Venezuela,1433.4
2004-02-01,Venezuela,1431.7
2004-03-01,Venezuela,1433.2
2004-04-01,Venezuela,1438.4
2004-05-01,Venezuela,1438.7
2004-06-01,Venezuela,1435.5
2004-07-01,Venezuela,1444.3
2004-08-01,Venezuela,1427.9
2004-09-01,Venezuela,1421.7
2004-10-01,Venezuela,1431.2
2004-11-01,Venezuela,1425.1
2004-12-01,Venezuela,1440.8
2005-01-01,Venezuela,1412.8
2005-02-01,Venezuela,1430.1
2005-03-01,Venezuela,1419.6
2005-04-01,Venezuela,1435.8
2005-05-01,Venezuela,1425.1
2005-06-01,Venezuela,1434.6
2005-07-01,Venezuela,1446.6
2005-08-01,Venezuela,1433.4
2005-09-01,Venezuela,1442.7
2005-10-01,Venezuela,1442.9
2005-11-01,Venezuela,1441.4
2005-12-01,Venezuela,1420.5
2006-01-01,Venezuela,1449.6
2006-02-01,Venezuela,1435.8
2006-03-01,Venezuela,1442.9
2006-04-01,Venezuela,1439.5
2006-05-01,Venezuela,1431.8
2006-06-01,Venezuela,1430.6
2006-07-01,Venezuela,1456.5
2006-08-01,Venezuela,1429.7
2006-09-01,Venezuela,1438.3
2006-10-01,Venezuela,1453.1
2006-11-01,Venezuela,1433.9
2006-12-01,Venezuela,1450.0
2007-01-01,Venezuela,1446.7
2007-02-01,Venezuela,1453.5
2007-03-01,Venezuela,1456.3
2007-04-01,Venezuela,1442.1
2007-05-01,Venezuela,1424.1
2007-06-01,Venezuela,1425.8
2007-07-01,Venezuela,1443.2
2007-08-01,Venezuela,1436.5
2007-09-01,Venezuela,1439.4
2007-10-01,Venezuela,1449.0
2007-11-01,Venezuela,1428.7
2007-12-01,Venezuela,1439.0
2008-01-01,Venezuela,1431.2
2008-02-01,Venezuela,1431.2
2008-03-01,Venezuela,1452.9
2008-04-01,Venezuela,1448.6
2008-05-01,Venezuela,1431.9
2008-06-01,Venezuela,1450.3
2008-07-01,Venezuela,1423.5
2008-08-01,Venezuela,1439.8
2008-09-01,Venezuela,1455.9
2008-10-01,Venezuela,1435.4
2008-11-01,Venezuela,1448.3
2008-12-01,Venezuela,1450.1
2009-01-01,Venezuela,1444.7
2009-02-01,Venezuela,1445.7
2009-03-01,Venezuela,1441.5
2009-04-01,Venezuela,1456.7
2009-05-01,Venezuela,1443.6
2009-06-01,Venezuela,1444.1
2009-07-01,Venezuela,1441.6
2009-08-01,Venezuela,1470.6
2009-09-01,Venezuela,1462.7
2009-10-01,Venezuela,1453.0
2009-11-01,Venezuela,1451.5
2009-12-01,Venezuela,1461.1
2010-01-01,Venezuela,1447.6
2010-02-01,Venezuela,1445.3
2010-03-01,Venezuela,1462.8
2010-04-01,Venezuela,1468.9
2010-05-01,Venezuela,1448.4
2010-06-01,Venezuela,1456.3
2010-07-01,Venezuela,1458.4
2010-08-01,Venezuela,1455.0
2010-09-01,Venezuela,1457.2
2010-10-01,Venezuela,1452.5
2010-11-01,Venezuela,1432.8
2010-12-01,Venezuela,1452.8
2011-01-01,Venezuela,1463.6
2011-02-01,Venezuela,1461.5
2011-03-01,Venezuela,1453.8
2011-04-01,Venezuela,1465.5
2011-05-01,Venezuela,1457.5
2011-06-01,Venezuela,1460.6
2011-07-01,Venezuela,1452.5
2011-08-01,Venezuela,1454.2
2011-09-01,Venezuela,1459.5
2011-10-01,Venezuela,1457.8
2011-11-01,Venezuela,1454.8
2011-12-01,Venezuela,1453.4
2012-01-01,Venezuela,1442.7
2012-02-01,Venezuela,1451.3
2012-03-01,Venezuela,1460.1
2012-04-01,Venezuela,1460.1
2012-05-01,Venezuela,1464.1
2012-06-01,Venezuela,1471.3
2012-07-01,Venezuela,1457.2
2012-08-01,Venezuela,1451.2
2012-09-01,Venezuela,1473.0
2012-10-01,Venezuela,1464.7
2012-11-01,Venezuela,1456.6
2012-12-01,Venezuela,1447.0
2013-01-01,Venezuela,1484.0
2013-02-01,Venezuela,1463.1
2013-03-01,Venezuela,1468.1
2013-04-01,Venezuela,1457.5
2013-05-01,Venezuela,1456.3
2013-06-01,Venezuela,1475.0
2013-07-01,Venezuela,1461.3
2013-08-01,Venezuela,1460.4
2013-09-01,Venezuela,1465.3
2013-10-01,Venezuela,1465.3
2013-11-01,Venezuela,1473.5
2013-12-01,Venezuela,1464.0
2014-01-01,Venezuela,1473.7
2014-02-01,Venezuela,1463.4
2014-03-01,Venezuela,1461.3
2014-04-01,Venezuela,1461.4
2014-05-01,Venezuela,1462.8
2014-06-01,Venezuela,1482.1
2014-07-01,Venezuela,1464.4
2014-08-01,Venezuela,1464.4
2014-09-01,Venezuela,1474.8
2014-10-01,Venezuela,1474.5
2014-11-01,Venezuela,1460.1
2014-12-01,Venezuela,1467.1
2015-01-01,Venezuela,1452.7
2015-02-01,Venezuela,1476.8
2015-03-01,Venezuela,1478.1
2015-04-01,Venezuela,1477.8
2015-05-01,Venezuela,1488.8
2015-06-01,Venezuela,1476.4
2015-07-01,Venezuela,1473.4
2015-08-01,Venezuela,1474.1
2015-09-01,Venezuela,1467.9
2015-10-01,Venezuela,1489.4
2015-11-01,Venezuela,1487.0
2015-12-01,Venezuela,1468.3
2016-01-01,Venezuela,1467.3
2016-02-01,Venezuela,1477.1
2016-03-01,Venezuela,1476.2
2016-04-01,Venezuela,1477.1
2016-05-01,Venezuela,1478.2
2016-06-01,Venezuela,1462.7
2016-07-01,Venezuela,1474.7
2016-08-01,Venezuela,1477.7
2016-09-01,Venezuela,1468.4
2016-10-01,Venezuela,1486.4
2016-11-01,Venezuela,1471.9
2016-12-01,Venezuela,1474.5
2017-01-01,Venezuela,1494.1
2017-02-01,Venezuela,1467.2
2017-03-01,Venezuela,1479.6
2017-04-01,Venezuela,1472.3
2017-05-01,Venezuela,1483.4
2017-06-01,Venezuela,1484.1
2017-07-01,Venezuela,1480.7
2017-08-01,Venezuela,1473.0
2017-09-01,Venezuela,1473.1
2017-10-01,Venezuela,1475.8
2017-11-01,Venezuela,1472.4
2017-12-01,Venezuela,1484.1
2018-01-01,Venezuela,1479.7
2018-02-01,Venezuela,1485.4
2018-03-01,Venezuela,1479.8
2018-04-01,Venezuela,1494.1
2018-05-01,Venezuela,1492.0
2018-06-01,Venezuela,1483.6
2018-07-01,Venezuela,1488.0
2018-08-01,Venezuela,1492.0
2018-09-01,Venezuela,1484.2
2018-10-01,Venezuela,1478.4
2018-11-01,Venezuela,1489.5
2018-12-01,Venezuela,1483.2
2019-01-01,Venezuela,1475.0
2019-02-01,Venezuela,1484.6
2019-03-01,Venezuela,1497.5
2019-04-01,Venezuela,1489.2
2019-05-01,Venezuela,1474.1
2019-06-01,Venezuela,1482.7
2019-07-01,Venezuela,1484.6
2019-08-01,Venezuela,1479.6
2019-09-01,Venezuela,1476.9
2019-10-01,Venezuela,1471.9
2019-11-01,Venezuela,1486.9
2019-12-01,Venezuela,1490.9
2020-01-01,Venezuela,1473.9
2020-02-01,Venezuela,1507.6
2020-03-01,Venezuela,1483.3
2020-04-01,Venezuela,1494.7
2020-05-01,Venezuela,1495.8
2020-06-01,Venezuela,1480.5
2020-07-01,Venezuela,1489.8
2020-08-01,Venezuela,1499.6
2020-09-01,Venezuela,1482.8
2020-10-01,Venezuela,1502.4
2020-11-01,Venezuela,1470.5
2020-12-01,Venezuela,1491.7
2021-01-01,Venezuela,1500.1
2021-02-01,Venezuela,1491.7
2021-03-01,Venezuela,1502.2
2021-04-01,Venezuela,1490.8
2021-05-01,Venezuela,1496.3
2021-06-01,Venezuela,1502.6
2021-07-01,Venezuela,1485.4
2021-08-01,Venezuela,1499.5
2021-09-01,Venezuela,1491.3
2021-10-01,Venezuela,1500.9
2021-11-01,Venezuela,1488.6
2021-12-01,Venezuela,1503.5
2022-01-01,Venezuela,1472.3
2022-02-01,Venezuela,1491.2
2022-03-01,Venezuela,1515.6
2022-04-01,Venezuela,1504.0
2022-05-01,Venezuela,1491.5
2022-06-01,Venezuela,1490.8
2022-07-01,Venezuela,1495.4
2022-08-01,Venezuela,1498.3
2022-09-01,Venezuela,1497.6
2022-10-01,Venezuela,1509.1
2022-11-01,Venezuela,1516.3
2022-12-01,Venezuela,1498.4
2023-01-01,Venezuela,1505.8
2023-02-01,Venezuela,1500.7
2023-03-01,Venezuela,1495.5
2023-04-01,Venezuela,1509.0
2023-05-01,Venezuela,1504.0
2023-06-01,Venezuela,1513.3
2023-07-01,Venezuela,1497.7
2023-08-01,Venezuela,1503.2
2023-09-01,Venezuela,1491.7
2023-10-01,Venezuela,1503.4
2023-11-01,Venezuela,1505.9
2023-12-01,Venezuela,1498.3
2024-01-01,Venezuela,1508.0
2024-02-01,Venezuela,1509.7
2024-03-01,Venezuela,1492.8
2024-04-01,Venezuela,1496.9
2024-05-01,Venezuela,1506.3
2024-06-01,Venezuela,1502.9
2024-07-01,Venezuela,1515.6
2024-08-01,Venezuela,1510.6
2024-09-01,Venezuela,1508.6
2024-10-01,Venezuela,1512.4
2024-11-01,Venezuela,1512.8
2024-12-01,Venezuela,1501.9
2025-01-01,Venezuela,1515.7
2025-02-01,Venezuela,1525.0
2025-03-01,Venezuela,1517.3
2025-04-01,Venezuela,1508.5
2025-05-01,Venezuela,1495.6
2025-06-01,Venezuela,1500.0
2025-07-01,Venezuela,1512.4
2025-08-01,Venezuela,1504.0
2025-09-01,Venezuela,1501.2
2025-10-01,Venezuela,1517.5
2025-11-01,Venezuela,1520.4
2025-12-01,Venezuela,1502.6
2026-01-01,Venezuela,1527.2
2026-02-01,Venezuela,1510.3
2026-03-01,Venezuela,1516.5
2026-04-01,Venezuela,1501.1
2026-05-01,Venezuela,1521.8
2000-01-01,Chile,1397.2
2000-02-01,Chile,1397.7
2000-03-01,Chile,1411.4
2000-04-01,Chile,1397.2
2000-05-01,Chile,1408.7
2000-06-01,Chile,1398.9
2000-07-01,Chile,1417.6
2000-08-01,Chile,1416.4
2000-09-01,Chile,1403.2
2000-10-01,Chile,1415.3
2000-11-01,Chile,1403.8
2000-12-01,Chile,1416.4
2001-01-01,Chile,1414.8
2001-02-01,Chile,1423.8
2001-03-01,Chile,1408.6
2001-04-01,Chile,1413.0
2001-05-01,Chile,1417.1
2001-06-01,Chile,1426.2
2001-07-01,Chile,1414.4
2001-08-01,Chile,1405.9
2001-09-01,Chile,1399.8
2001-10-01,Chile,1411.4
2001-11-01,Chile,1413.6
2001-12-01,Chile,1396.8
2002-01-01,Chile,1417.8
2002-02-01,Chile,1423.9
2002-03-01,Chile,1406.5
2002-04-01,Chile,1412.2
2002-05-01,Chile,1399.3
2002-06-01,Chile,1413.4
2002-07-01,Chile,1412.2
2002-08-01,Chile,1424.4
2002-09-01,Chile,1416.4
2002-10-01,Chile,1421.4
2002-11-01,Chile,1424.1
2002-12-01,Chile,1435.4
2003-01-01,Chile,1422.5
2003-02-01,Chile,1413.7
